Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,4302.2001953125,4319.7998046875,4243.0498046875,4256.0498046875,4220.43212890625,166780
2018-01-02,4285.0,4301.0,4243.7998046875,4252.2998046875,4216.7138671875,141217
2018-01-03,4256.0,4314.0,4245.39990234375,4301.9501953125,4265.94873046875,166916
2018-01-04,4302.10009765625,4350.0,4295.0,4345.5,4309.13427734375,149645
2018-01-05,4359.7998046875,4412.0,4350.0498046875,4395.7998046875,4359.01318359375,165179
2018-01-08,4400.0,4433.39990234375,4371.2001953125,4425.2998046875,4388.2666015625,176265
2018-01-09,4432.89990234375,4478.0,4385.2998046875,4426.85009765625,4389.80322265625,137512
2018-01-10,4428.0,4428.0,4376.60009765625,4403.2001953125,4366.3515625,108721
2018-01-11,4419.85009765625,4435.0,4381.60009765625,4406.10009765625,4369.22705078125,111608
2018-01-12,4412.7998046875,4436.2001953125,4351.60009765625,4405.5,4368.63232421875,77493
2018-01-15,4417.7998046875,4565.85009765625,4403.39990234375,4520.14990234375,4482.32275390625,318055
2018-01-16,4528.0,4591.0,4511.0,4545.10009765625,4507.06396484375,315736
2018-01-17,4542.0,4599.89990234375,4498.9501953125,4544.25,4506.220703125,325182
2018-01-18,4554.5,4557.75,4370.0,4408.64990234375,4371.75537109375,626579
2018-01-19,4368.0,4382.39990234375,4271.0,4300.0,4264.01513671875,311100
2018-01-22,4325.0,4344.25,4260.5498046875,4330.0,4293.76416015625,179728
2018-01-23,4344.7001953125,4407.0498046875,4301.0,4374.7001953125,4338.08984375,250337
2018-01-24,4364.7998046875,4368.9501953125,4275.10009765625,4283.0,4247.1572265625,244058
2018-01-25,4285.0,4390.9501953125,4282.0,4359.9501953125,4323.46337890625,279951
2018-01-29,4370.0,4413.10009765625,4331.2998046875,4390.7001953125,4353.95654296875,263874
2018-01-30,4383.89990234375,4384.5498046875,4306.0,4363.2001953125,4326.68603515625,201842
2018-01-31,4363.2001953125,4405.89990234375,4330.0,4382.0,4345.3291015625,189153
2018-02-01,4382.0,4425.0,4347.64990234375,4391.4501953125,4354.7001953125,268309
2018-02-02,4368.0,4368.0,4129.0,4179.4501953125,4144.47412109375,240012
2018-02-05,4122.85009765625,4179.7998046875,4052.050048828125,4146.39990234375,4111.7001953125,178020
2018-02-06,3980.0,4114.75,3948.60009765625,4092.64990234375,4058.400146484375,298939
2018-02-07,4157.89990234375,4167.85009765625,4051.0,4081.550048828125,4047.39306640625,262748
2018-02-08,4085.0,4181.89990234375,4051.949951171875,4167.0,4132.1279296875,188256
2018-02-09,4060.0,4167.89990234375,4054.050048828125,4153.2998046875,4118.54248046875,181041
2018-02-12,4170.0,4222.4501953125,4162.5498046875,4200.2998046875,4165.1494140625,218964
2018-02-14,4200.0,4206.5498046875,4155.0,4175.5,4140.55712890625,152754
2018-02-15,4190.39990234375,4229.10009765625,4160.0498046875,4187.85009765625,4152.80322265625,122433
2018-02-16,4205.0,4259.89990234375,4144.14990234375,4166.35009765625,4131.4833984375,114025
2018-02-19,4143.0498046875,4215.0,4077.35009765625,4116.60009765625,4082.149658203125,131776
2018-02-20,4100.0,4185.0,4084.300048828125,4140.60009765625,4105.94873046875,123931
2018-02-21,4165.10009765625,4172.9501953125,4120.0498046875,4131.5498046875,4096.97412109375,170432
2018-02-22,4131.5498046875,4131.5498046875,4072.199951171875,4099.89990234375,4065.58935546875,196243
2018-02-23,4119.7998046875,4134.25,4063.550048828125,4116.39990234375,4081.951171875,136480
2018-02-26,4120.0,4149.0,4120.0,4140.7998046875,4106.14697265625,129762
2018-02-27,4148.0,4185.2001953125,4139.7998046875,4176.10009765625,4141.15185546875,179366
2018-02-28,4125.0,4193.9501953125,4125.0,4155.60009765625,4120.8232421875,160018
2018-03-01,4155.64990234375,4180.0,4131.2998046875,4153.2998046875,4118.54248046875,198915
2018-03-05,4116.2001953125,4134.39990234375,4075.449951171875,4095.39990234375,4061.127197265625,124424
2018-03-06,4107.0,4174.64990234375,4102.7001953125,4150.2998046875,4115.56787109375,235296
2018-03-07,4160.0,4170.5,4093.0,4113.4501953125,4079.0263671875,188355
2018-03-08,4105.25,4133.60009765625,4064.14990234375,4119.89990234375,4085.421875,154031
2018-03-09,4115.0,4134.5498046875,4051.949951171875,4079.85009765625,4045.707275390625,135949
2018-03-12,4079.85009765625,4185.85009765625,4074.89990234375,4176.0,4141.052734375,102681
2018-03-13,4143.0,4209.10009765625,4141.7998046875,4170.0,4135.1025390625,138444
2018-03-14,4153.10009765625,4244.0,4144.75,4230.25,4194.84912109375,237294
2018-03-15,4230.0,4230.0,4156.0,4189.39990234375,4154.34033203125,188385
2018-03-16,4141.0,4166.7998046875,4003.300048828125,4026.300048828125,3992.60546875,527458
2018-03-19,4059.0,4065.5,3960.0,3972.39990234375,3939.156494140625,193770
2018-03-20,3969.0,3998.89990234375,3910.199951171875,3936.800048828125,3903.8544921875,155144
2018-03-21,3960.0,4054.0,3958.449951171875,3999.199951171875,3965.732421875,205143
2018-03-22,3999.0,4012.0,3912.60009765625,3925.14990234375,3892.301513671875,180643
2018-03-23,3851.0,3898.949951171875,3813.10009765625,3873.75,3841.331787109375,249194
2018-03-26,3863.0,3970.0,3826.199951171875,3950.0,3916.94384765625,156418
2018-03-27,3949.5,3990.050048828125,3923.0,3978.60009765625,3945.3046875,106468
2018-03-28,3974.89990234375,3974.89990234375,3923.0,3950.0,3916.94384765625,464340
2018-04-02,4123.0,4123.0,3923.050048828125,3978.5,3945.20556640625,303869
2018-04-03,3967.0,3991.60009765625,3914.5,3951.199951171875,3918.1337890625,240321
2018-04-04,3952.0,3974.949951171875,3872.60009765625,3881.300048828125,3848.81884765625,177225
2018-04-05,3935.0,3979.85009765625,3915.0,3966.60009765625,3933.405029296875,124669
2018-04-06,3950.0,3989.14990234375,3920.050048828125,3949.5,3916.4482421875,214201
2018-04-09,3956.10009765625,3974.949951171875,3901.449951171875,3918.199951171875,3885.41015625,107499
2018-04-10,3944.800048828125,3947.85009765625,3908.050048828125,3931.199951171875,3898.30126953125,115836
2018-04-11,3921.0,3936.949951171875,3890.0,3924.64990234375,3891.80615234375,139653
2018-04-12,3885.050048828125,3900.0,3865.0,3872.300048828125,3839.894287109375,218223
2018-04-13,3884.800048828125,3905.699951171875,3862.5,3878.949951171875,3846.488525390625,304761
2018-04-16,3865.14990234375,3924.050048828125,3865.14990234375,3917.0,3884.219970703125,180569
2018-04-17,3920.0,3945.0,3902.550048828125,3917.25,3884.46826171875,103447
2018-04-18,3934.0,4008.699951171875,3922.449951171875,3992.35009765625,3958.939697265625,159338
2018-04-19,4015.199951171875,4163.5,4007.550048828125,4103.4501953125,4069.10986328125,449754
2018-04-20,4105.0,4134.5,4058.050048828125,4080.89990234375,4046.74853515625,192832
2018-04-23,4072.10009765625,4162.64990234375,4072.10009765625,4143.7001953125,4109.02294921875,111251
2018-04-24,4168.0,4173.7001953125,4096.0,4119.25,4084.777587890625,378441
2018-04-25,4134.0,4162.75,4079.0,4134.7998046875,4100.197265625,482116
2018-04-26,4175.0,4175.0,4026.75,4079.449951171875,4045.310546875,512593
2018-04-27,4077.5,4122.85009765625,4036.0,4062.35009765625,4028.353759765625,127581
2018-04-30,4099.9501953125,4127.9501953125,4078.050048828125,4108.85009765625,4074.464599609375,177986
2018-05-02,4112.7998046875,4119.9501953125,3993.0,4016.5,3982.887451171875,217139
2018-05-03,4028.800048828125,4029.75,3981.5,3995.35009765625,3961.91455078125,146828
2018-05-04,3998.89990234375,4034.300048828125,3960.0,3985.85009765625,3952.494140625,212463
2018-05-07,4005.0,4050.0,3970.0,4033.39990234375,3999.64599609375,133722
2018-05-08,4046.199951171875,4076.75,4033.0,4064.10009765625,4030.08935546875,202627
2018-05-09,4074.800048828125,4080.0,3955.0,3966.25,3933.05810546875,230272
2018-05-10,3967.0,4016.800048828125,3930.0,3998.550048828125,3965.087646484375,263132
2018-05-11,4011.0,4085.0,3968.550048828125,4071.60009765625,4037.5263671875,97087
2018-05-14,4085.0,4155.0,4055.75,4107.0498046875,4072.679443359375,346826
2018-05-15,4110.0,4139.5,4077.14990234375,4109.2998046875,4074.91064453125,211226
2018-05-16,4090.0,4090.0,3970.14990234375,3990.75,3957.35302734375,218521
2018-05-17,3998.0,4019.800048828125,3940.0,3957.800048828125,3924.678466796875,241558
2018-05-18,3931.050048828125,3941.050048828125,3851.449951171875,3858.85009765625,3826.55712890625,382059
2018-05-21,3899.949951171875,4019.0,3814.199951171875,3852.25,3820.011962890625,516801
2018-05-22,3840.0,3881.050048828125,3720.0,3755.550048828125,3724.121337890625,976312
2018-05-23,3750.0,3750.0,3690.050048828125,3700.800048828125,3669.82958984375,333394
2018-05-24,3700.0,3723.949951171875,3631.75,3658.39990234375,3627.7841796875,398238
2018-05-25,3693.89990234375,3700.0,3662.0,3682.14990234375,3651.33544921875,271222
2018-05-28,3691.0,3744.949951171875,3685.0,3730.300048828125,3699.082763671875,369098
2018-05-29,3750.0,3775.0,3701.0,3716.050048828125,3684.951904296875,347743
2018-05-30,3690.0,3732.699951171875,3690.0,3706.64990234375,3675.63037109375,201412
2018-05-31,3706.050048828125,3764.949951171875,3686.699951171875,3744.89990234375,3713.560546875,733987
2018-06-01,3749.89990234375,3749.89990234375,3660.0,3688.14990234375,3657.284912109375,232438
2018-06-04,3702.800048828125,3725.89990234375,3626.0,3711.14990234375,3680.0927734375,200526
2018-06-05,3710.0,3710.0,3636.050048828125,3676.85009765625,3646.079833984375,204863
2018-06-06,3665.0,3723.39990234375,3631.35009765625,3696.35009765625,3665.416748046875,200850
2018-06-07,3724.89990234375,3734.75,3702.39990234375,3723.14990234375,3691.9921875,149988
2018-06-08,3714.0,3729.050048828125,3664.60009765625,3715.14990234375,3684.059326171875,281709
2018-06-11,3728.0,3830.0,3714.949951171875,3790.10009765625,3758.382080078125,283522
2018-06-12,3814.89990234375,3814.89990234375,3755.35009765625,3766.199951171875,3734.68212890625,262627
2018-06-13,3776.0,3835.0,3746.89990234375,3800.60009765625,3768.79443359375,239285
2018-06-14,3790.0,3790.0,3745.0,3767.0,3735.4755859375,235397
2018-06-15,3765.0,3792.0,3671.85009765625,3691.64990234375,3660.755859375,588115
2018-06-18,3686.550048828125,3708.0,3641.0,3669.5,3638.79150390625,238900
2018-06-19,3652.0,3660.0,3612.39990234375,3648.0,3617.47119140625,249879
2018-06-20,3653.0,3663.0,3625.0,3651.35009765625,3620.793212890625,222658
2018-06-21,3673.0,3673.0,3600.0,3616.89990234375,3586.63134765625,321887
2018-06-22,3624.0,3654.699951171875,3563.0,3641.050048828125,3610.57958984375,330296
2018-06-25,3653.0,3770.0,3631.60009765625,3752.0,3720.600830078125,498922
2018-06-26,3752.0,3863.949951171875,3750.0,3840.10009765625,3807.9638671875,582262
2018-06-27,3850.0,3857.39990234375,3750.0,3773.14990234375,3741.573974609375,394258
2018-06-28,3773.14990234375,3784.949951171875,3685.60009765625,3721.39990234375,3690.2568359375,545895
2018-06-29,3749.0,3830.39990234375,3715.050048828125,3818.60009765625,3786.6435546875,320835
2018-07-02,3798.0,3826.800048828125,3734.10009765625,3777.300048828125,3745.689208984375,224587
2018-07-03,3785.0,3785.0,3730.35009765625,3749.85009765625,3718.468994140625,244401
2018-07-04,3758.0,3805.0,3735.0,3790.64990234375,3758.92724609375,190572
2018-07-05,3797.0,3963.14990234375,3793.35009765625,3936.25,3903.30908203125,499755
2018-07-06,3910.25,3998.0,3890.0,3954.35009765625,3921.257568359375,327395
2018-07-09,3960.0,4014.60009765625,3890.5,3899.25,3866.61865234375,282644
2018-07-10,3910.0,3974.0,3901.14990234375,3959.800048828125,3937.26416015625,186488
2018-07-11,3945.800048828125,3962.0,3921.25,3951.800048828125,3929.309814453125,236871
2018-07-12,3961.0,4050.0,3939.050048828125,3946.949951171875,3924.487548828125,558480
2018-07-13,3981.699951171875,4024.25,3950.0,3963.75,3941.191650390625,237239
2018-07-16,3964.0,3977.550048828125,3834.199951171875,3864.0,3842.009521484375,284241
2018-07-17,3876.0,3925.5,3840.300048828125,3895.199951171875,3873.031982421875,175938
